kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(ns),task_stop(ns)
0_11_trans_Cast_10704,kernel AI core task,267,202,"""5.46""","""1619057190394445186""","""1619057190394450646"""
0_11_gradients/discriminator_1/resblock_down_2/skip/conv_0/truediv_grad/Sum_1,kernel AI core task,267,203,"""4.96""","""1619057190394450746""","""1619057190394455706"""
0_11_gradients/discriminator/resblock_down_4/res1/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_66,kernel AI core task,267,204,"""5.95""","""1619057190394455806""","""1619057190394461756"""
0_11_gradients/discriminator/resblock_down_2/res2/Relu_grad/ReluGrad,kernel AI core task,267,205,"""58.09""","""1619057190394461856""","""1619057190394519946"""
0_11_trans_Cast_9074,kernel AI core task,267,206,"""5.71""","""1619057190394520046""","""1619057190394525756"""
0_11_gradients/discriminator/resblock_down_2/res2/conv_0/truediv_grad/Sum_1,kernel AI core task,267,207,"""6.22""","""1619057190394525866""","""1619057190394532086"""
0_11_trans_Cast_9078,kernel AI core task,267,208,"""5.19""","""1619057190394532196""","""1619057190394537386"""
0_11_gradients/discriminator/resblock_down_2/skip/conv_0/truediv_grad/Sum_1,kernel AI core task,267,209,"""4.87""","""1619057190394537496""","""1619057190394542366"""
0_11_trans_TransData_10645,kernel AI core task,267,210,"""5.59""","""1619057190394542476""","""1619057190394548066"""
0_11_gradients/discriminator_1/resblock_down_2/res2/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Update,kernel AI core task,267,211,"""65.3""","""1619057190394548166""","""1619057190394613466"""
0_11_trans_TransData_10701,kernel AI core task,267,212,"""5.39""","""1619057190394613566""","""1619057190394618956"""
0_11_trans_Cast_10670,kernel AI core task,267,213,"""1.54""","""1619057190394619056""","""1619057190394620596"""
0_11_trans_TransData_10705,kernel AI core task,267,214,"""3.98""","""1619057190394620696""","""1619057190394624676"""
0_11_trans_Cast_10673,kernel AI core task,267,215,"""1.13""","""1619057190394624776""","""1619057190394625906"""
0_11_trans_TransData_9040,kernel AI core task,267,216,"""5.1""","""1619057190394626006""","""1619057190394631106"""
0_11_gradients/discriminator/resblock_down_2/res2/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Update,kernel AI core task,267,217,"""64.76""","""1619057190394631206""","""1619057190394695966"""
0_11_trans_TransData_9075,kernel AI core task,267,218,"""4.38""","""1619057190394696066""","""1619057190394700446"""
0_11_trans_Cast_9053,kernel AI core task,267,219,"""1.21""","""1619057190394700546""","""1619057190394701756"""
0_11_trans_TransData_9079,kernel AI core task,267,220,"""3.64""","""1619057190394701856""","""1619057190394705496"""
0_11_trans_Cast_9056,kernel AI core task,267,221,"""1.28""","""1619057190394705606""","""1619057190394706886"""
0_11_gradients/discriminator_1/resblock_down_2/res2/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Reduce,kernel AI core task,267,222,"""87.52""","""1619057190394706986""","""1619057190394794506"""
0_11_trans_TransData_10671,kernel AI core task,267,223,"""1.34""","""1619057190394794606""","""1619057190394795946"""
0_11_trans_TransData_10674,kernel AI core task,267,224,"""1.31""","""1619057190394796046""","""1619057190394797356"""
0_11_gradients/AddN_68,kernel AI core task,267,225,"""5.97""","""1619057190394797456""","""1619057190394803426"""
0_11_gradients/AddN_49,kernel AI core task,267,226,"""1.52""","""1619057190394803526""","""1619057190394805046"""
0_11_gradients/AddN_50,kernel AI core task,267,227,"""1.19""","""1619057190394805156""","""1619057190394806346"""
0_11_gradients/discriminator/resblock_down_2/res2/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Reduce,kernel AI core task,267,228,"""65.42""","""1619057190394806456""","""1619057190394871876"""
0_11_trans_TransData_9054,kernel AI core task,267,229,"""1.36""","""1619057190394871976""","""1619057190394873336"""
0_11_trans_TransData_9057,kernel AI core task,267,230,"""1.2""","""1619057190394873446""","""1619057190394874646"""
0_11_gradients/discriminator_1/resblock_down_2/res1/conv_0/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,267,231,"""156.3""","""1619057190394874746""","""1619057190395031046"""
0_11_gradients/discriminator_1/resblock_down_2/res1/conv_0/Conv2D_grad/Conv2DBackpropInputgradients/discriminator_1/resblock_down_2/res1/Relu_grad/ReluGrad,kernel AI core task,267,232,"""570.43""","""1619057190395031146""","""1619057190395601576"""
0_11_gradients/discriminator_1/resblock_down_2/res2/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,267,233,"""2.47""","""1619057190395601676""","""1619057190395604146"""
0_11_gradients/discriminator_1/resblock_down_2/skip/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,267,234,"""2.15""","""1619057190395604246""","""1619057190395606396"""
0_11_trans_Cast_10676,kernel AI core task,267,235,"""6.47""","""1619057190395606496""","""1619057190395612966"""
0_11_Adam/update_discriminator/resblock_down_2/res2/batch_norm/gamma/ApplyAdam,kernel AI core task,267,236,"""2.88""","""1619057190395613066""","""1619057190395615946"""
0_11_Adam/update_discriminator/resblock_down_2/res2/batch_norm/beta/ApplyAdam,kernel AI core task,267,237,"""2.59""","""1619057190395616056""","""1619057190395618646"""
0_11_gradients/discriminator/resblock_down_2/res1/conv_0/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,267,238,"""183.35""","""1619057190395618746""","""1619057190395802096"""
0_11_gradients/discriminator/resblock_down_2/res1/conv_0/Conv2D_grad/Conv2DBackpropInputgradients/discriminator/resblock_down_2/res1/Relu_grad/ReluGrad,kernel AI core task,267,239,"""572.99""","""1619057190395802196""","""1619057190396375186"""
0_11_gradients/discriminator/resblock_down_2/res2/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,267,240,"""2.35""","""1619057190396375286""","""1619057190396377636"""
0_11_gradients/discriminator/resblock_down_2/skip/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,267,241,"""2.35""","""1619057190396377736""","""1619057190396380086"""
0_11_trans_TransData_10685,kernel AI core task,267,242,"""290.01""","""1619057190396380186""","""1619057190396670196"""
0_11_gradients/discriminator_1/resblock_down_2/res1/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Update,kernel AI core task,267,243,"""127.51""","""1619057190396670296""","""1619057190396797806"""
0_11_gradients/discriminator_1/resblock_down_2/res2/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_74,kernel AI core task,267,244,"""5.18""","""1619057190396797906""","""1619057190396803086"""
0_11_gradients/discriminator_1/resblock_down_2/skip/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_75,kernel AI core task,267,245,"""5.87""","""1619057190396803196""","""1619057190396809066"""
0_11_Adam/update_discriminator/resblock_down_4/res1/conv_0/kernel/ApplyAdam,kernel AI core task,267,246,"""24.22""","""1619057190396809166""","""1619057190396833386"""
0_11_trans_TransData_9059,kernel AI core task,267,247,"""289.58""","""1619057190396833496""","""1619057190397123076"""
0_11_gradients/discriminator/resblock_down_2/res1/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Update,kernel AI core task,267,248,"""124.83""","""1619057190397123176""","""1619057190397248006"""
0_11_gradients/discriminator/resblock_down_2/res2/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_71,kernel AI core task,267,249,"""5.07""","""1619057190397248116""","""1619057190397253186"""
0_11_gradients/discriminator/resblock_down_2/skip/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_72,kernel AI core task,267,250,"""4.64""","""1619057190397253296""","""1619057190397257936"""
0_11_gradients/discriminator_1/resblock_down_2/res1/conv_0/truediv_grad/RealDiv,kernel AI core task,267,251,"""5.23""","""1619057190397258036""","""1619057190397263266"""
0_11_gradients/discriminator_1/resblock_down_2/res1/conv_0/truediv_grad/mul,kernel AI core task,267,252,"""4.53""","""1619057190397263366""","""1619057190397267896"""
0_11_gradients/discriminator_1/resblock_down_2/res1/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Reduce,kernel AI core task,267,253,"""144.83""","""1619057190397268006""","""1619057190397412836"""
0_11_trans_TransData_10712,kernel AI core task,267,254,"""5.84""","""1619057190397412946""","""1619057190397418786"""
0_11_trans_TransData_10713,kernel AI core task,267,255,"""4.66""","""1619057190397418886""","""1619057190397423546"""
0_11_gradients/discriminator/resblock_down_2/res1/conv_0/truediv_grad/RealDiv,kernel AI core task,267,256,"""5.3""","""1619057190397423646""","""1619057190397428946"""
0_11_gradients/discriminator/resblock_down_2/res1/conv_0/truediv_grad/mul,kernel AI core task,267,257,"""5.07""","""1619057190397429056""","""1619057190397434126"""
0_11_gradients/AddN_56,kernel AI core task,267,258,"""1.51""","""1619057190397434226""","""1619057190397435736"""
0_11_gradients/AddN_57,kernel AI core task,267,259,"""1.18""","""1619057190397435846""","""1619057190397437026"""
0_11_gradients/discriminator/resblock_down_2/res1/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Reduce,kernel AI core task,267,260,"""161.33""","""1619057190397437126""","""1619057190397598456"""
0_11_trans_TransData_9086,kernel AI core task,267,261,"""5.72""","""1619057190397598556""","""1619057190397604276"""
0_11_trans_TransData_9087,kernel AI core task,267,262,"""4.46""","""1619057190397604376""","""1619057190397608836"""
0_11_trans_Cast_10748,kernel AI core task,267,263,"""5.4""","""1619057190397608936""","""1619057190397614336"""
0_11_gradients/discriminator_1/resblock_down_2/res1/conv_0/truediv_grad/Sum_1,kernel AI core task,267,264,"""4.69""","""1619057190397614436""","""1619057190397619126"""
0_11_gradients/AddN_55,kernel AI core task,267,265,"""159.12""","""1619057190397619226""","""1619057190397778346"""
0_11_trans_Cast_9104,kernel AI core task,267,266,"""5.11""","""1619057190397778446""","""1619057190397783556"""
0_11_gradients/discriminator/resblock_down_2/res1/conv_0/truediv_grad/Sum_1,kernel AI core task,267,267,"""4.45""","""1619057190397783656""","""1619057190397788106"""
0_11_Adam/update_discriminator/resblock_down_2/res1/batch_norm/gamma/ApplyAdam,kernel AI core task,267,268,"""2.99""","""1619057190397788206""","""1619057190397791196"""
0_11_Adam/update_discriminator/resblock_down_2/res1/batch_norm/beta/ApplyAdam,kernel AI core task,267,269,"""2.68""","""1619057190397791306""","""1619057190397793986"""
0_11_gradients/AddN_54,kernel AI core task,267,270,"""157.43""","""1619057190397794086""","""1619057190397951516"""
0_11_gradients/AddN_78,kernel AI core task,267,271,"""6.39""","""1619057190397951616""","""1619057190397958006"""
0_11_gradients/AddN_79,kernel AI core task,267,272,"""5.16""","""1619057190397958106""","""1619057190397963266"""
0_11_trans_TransData_10749,kernel AI core task,267,273,"""3.98""","""1619057190397963376""","""1619057190397967356"""
0_11_trans_Cast_10729,kernel AI core task,267,274,"""1.36""","""1619057190397967456""","""1619057190397968816"""
0_11_gradients/discriminator_1/self_attention/mul_grad/Mul,kernel AI core task,267,275,"""157.38""","""1619057190397968926""","""1619057190398126306"""
0_11_gradients/discriminator_1/self_attention/mul_grad/Mul_1,kernel AI core task,267,276,"""104.76""","""1619057190398126416""","""1619057190398231176"""
0_11_trans_Cast_10752,kernel AI core task,267,277,"""147.5""","""1619057190398231276""","""1619057190398378776"""
0_11_trans_TransData_9105,kernel AI core task,267,278,"""3.94""","""1619057190398378886""","""1619057190398382826"""
0_11_trans_Cast_9091,kernel AI core task,267,279,"""1.24""","""1619057190398382936""","""1619057190398384176"""
0_11_gradients/discriminator/self_attention/mul_grad/Mul,kernel AI core task,267,280,"""160.49""","""1619057190398384276""","""1619057190398544766"""
0_11_gradients/discriminator/self_attention/mul_grad/Mul_1,kernel AI core task,267,281,"""106.2""","""1619057190398544866""","""1619057190398651066"""
0_11_trans_Cast_9106,kernel AI core task,267,282,"""149.17""","""1619057190398651166""","""1619057190398800336"""
0_11_trans_Cast_10732,kernel AI core task,267,283,"""5.74""","""1619057190398800436""","""1619057190398806176"""
0_11_trans_Cast_10733,kernel AI core task,267,284,"""4.89""","""1619057190398806286""","""1619057190398811176"""
0_11_trans_TransData_10730,kernel AI core task,267,285,"""1.44""","""1619057190398811276""","""1619057190398812716"""
0_11_trans_TransData_10736,kernel AI core task,267,286,"""107.42""","""1619057190398812816""","""1619057190398920236"""
0_11_trans_TransData_10753,kernel AI core task,267,287,"""107.05""","""1619057190398920336""","""1619057190399027386"""
0_11_trans_TransData_9092,kernel AI core task,267,288,"""1.52""","""1619057190399027486""","""1619057190399029006"""
0_11_trans_TransData_9096,kernel AI core task,267,289,"""108.71""","""1619057190399029106""","""1619057190399137816"""
0_11_trans_TransData_9107,kernel AI core task,267,290,"""108.25""","""1619057190399137926""","""1619057190399246176"""
0_11_Adam/update_discriminator/resblock_down_2/res2/conv_0/kernel/ApplyAdam,kernel AI core task,267,291,"""15.65""","""1619057190399246276""","""1619057190399261926"""
0_11_Adam/update_discriminator/resblock_down_2/skip/conv_0/kernel/ApplyAdam,kernel AI core task,267,292,"""11.83""","""1619057190399262026""","""1619057190399273856"""
0_11_gradients/discriminator_1/resblock_down_2/res1/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,267,293,"""2.62""","""1619057190399273966""","""1619057190399276586"""
0_11_gradients/discriminator_1/self_attention/mul_grad/Sum,kernel AI core task,267,294,"""2639.01""","""1619057190399276696""","""1619057190401915706"""
0_11_trans_Cast_10754,kernel AI core task,267,295,"""145.09""","""1619057190401915806""","""1619057190402060896"""
0_11_gradients/AddN_77/tmp_var_initializer,kernel AI core task,267,296,"""209.42""","""1619057190402060996""","""1619057190402270416"""
0_11_gradients/discriminator/resblock_down_2/res1/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,267,297,"""2.32""","""1619057190402270516""","""1619057190402272836"""
0_11_gradients/discriminator/self_attention/mul_grad/Sum,kernel AI core task,267,298,"""2638.96""","""1619057190402272936""","""1619057190404911896"""
0_11_trans_Cast_9108,kernel AI core task,267,299,"""144.79""","""1619057190404911996""","""1619057190405056786"""
0_11_gradients/AddN_76/tmp_var_initializer,kernel AI core task,267,300,"""209.39""","""1619057190405056886""","""1619057190405266276"""
0_11_gradients/discriminator_1/resblock_down_2/res1/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_81,kernel AI core task,267,301,"""4.69""","""1619057190405266386""","""1619057190405271076"""
0_11_gradients/discriminator_1/self_attention/attn_conv/BiasAdd_grad/BiasAddGrad,kernel AI core task,267,302,"""102.38""","""1619057190405271176""","""1619057190405373556"""
0_11_gradients/AddN_77/tmp_var_accum_0,kernel AI core task,267,303,"""304.11""","""1619057190405373656""","""1619057190405677766"""
0_11_trans_Cast_10872,kernel AI core task,267,304,"""128.29""","""1619057190405677876""","""1619057190405806166"""
0_11_gradients/discriminator/resblock_down_2/res1/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_80,kernel AI core task,267,305,"""4.79""","""1619057190405806266""","""1619057190405811056"""
0_11_gradients/AddN_60,kernel AI core task,267,306,"""1.39""","""1619057190405811156""","""1619057190405812546"""
0_11_gradients/discriminator/self_attention/attn_conv/BiasAdd_grad/BiasAddGrad,kernel AI core task,267,307,"""111.85""","""1619057190405812646""","""1619057190405924496"""
0_11_gradients/AddN_76/tmp_var_accum_0,kernel AI core task,267,308,"""295.88""","""1619057190405924606""","""1619057190406220486"""
0_11_trans_Cast_9197,kernel AI core task,267,309,"""123.71""","""1619057190406220586""","""1619057190406344296"""
0_11_trans_TransData_10755,kernel AI core task,267,310,"""4.86""","""1619057190406344396""","""1619057190406349256"""
0_11_gradients/discriminator_1/self_attention/attn_conv/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,267,311,"""92.5""","""1619057190406349356""","""1619057190406441856"""
0_11_gradients/discriminator_1/self_attention/attn_conv/Conv2D_grad/Conv2DBackpropInput,kernel AI core task,267,312,"""65.93""","""1619057190406441966""","""1619057190406507896"""
0_11_trans_TransData_9109,kernel AI core task,267,313,"""4.63""","""1619057190406508006""","""1619057190406512636"""
